Date,Open,High,Low,Close,Adj Close,Volume
2020-10-01 00:00:00-04:00,11554.9599609375,11606.73046875,11488.599609375,11583.2001953125,11583.2001953125,3978100000
2020-10-02 00:00:00-04:00,11328.849609375,11479.080078125,11225.169921875,11255.6904296875,11255.6904296875,3715090000
2020-10-05 00:00:00-04:00,11345.240234375,11512.0595703125,11336.0703125,11509.0595703125,11509.0595703125,3597940000
2020-10-06 00:00:00-04:00,11476.6796875,11536.419921875,11256.259765625,11291.26953125,11291.26953125,4360550000
2020-10-07 00:00:00-04:00,11412.650390625,11519.5498046875,11382.48046875,11503.1904296875,11503.1904296875,3891460000
2020-10-08 00:00:00-04:00,11576.4404296875,11582.7802734375,11510.240234375,11550.9404296875,11550.9404296875,3486530000
2020-10-09 00:00:00-04:00,11615.5703125,11727.599609375,11600.8603515625,11725.849609375,11725.849609375,3475620000
2020-10-12 00:00:00-04:00,11900.1201171875,12204.75,11880.23046875,12088.1103515625,12088.1103515625,3862990000
2020-10-13 00:00:00-04:00,12131.0703125,12187.7802734375,12032.75,12083.169921875,12083.169921875,3607730000
2020-10-14 00:00:00-04:00,12105.099609375,12159.2099609375,11913.5703125,11985.3603515625,11985.3603515625,3393010000
2020-10-15 00:00:00-04:00,11767.26953125,11928.6298828125,11765.490234375,11898.5703125,11898.5703125,3304490000
2020-10-16 00:00:00-04:00,11952.1201171875,12034.1298828125,11824.1396484375,11852.169921875,11852.169921875,3156270000
2020-10-19 00:00:00-04:00,11913.009765625,11962.4697265625,11606.48046875,11634.349609375,11634.349609375,3455430000
2020-10-20 00:00:00-04:00,11679.080078125,11801.400390625,11613.759765625,11677.83984375,11677.83984375,3483200000
2020-10-21 00:00:00-04:00,11686.1904296875,11789.4599609375,11646.48046875,11665.3701171875,11665.3701171875,3445520000
2020-10-22 00:00:00-04:00,11712.6396484375,11739.2197265625,11529.73046875,11662.91015625,11662.91015625,3414590000
2020-10-23 00:00:00-04:00,11680.73046875,11693.009765625,11569.08984375,11692.5703125,11692.5703125,3134240000
2020-10-26 00:00:00-04:00,11584.169921875,11708.080078125,11360.73046875,11504.51953125,11504.51953125,3186950000
2020-10-27 00:00:00-04:00,11560.8603515625,11633.490234375,11503.099609375,11598.9501953125,11598.9501953125,3079530000
2020-10-28 00:00:00-04:00,11400.48046875,11426.099609375,11136.099609375,11142.759765625,11142.759765625,3912580000
2020-10-29 00:00:00-04:00,11214.330078125,11467.3701171875,11187.080078125,11350.740234375,11350.740234375,3222460000
2020-10-30 00:00:00-04:00,11265.7001953125,11293.759765625,10960.01953125,11052.9501953125,11052.9501953125,3662840000
2020-11-02 00:00:00-05:00,11152.48046875,11222.51953125,10957.1103515625,11084.759765625,11084.759765625,3196720000
2020-11-03 00:00:00-05:00,11155.849609375,11356.080078125,11115.5498046875,11279.91015625,11279.91015625,3190710000
2020-11-04 00:00:00-05:00,11627.759765625,11846.4599609375,11564.91015625,11777.01953125,11777.01953125,3606820000
2020-11-05 00:00:00-05:00,12021.76953125,12117.0400390625,11977.0703125,12078.0703125,12078.0703125,3823380000
2020-11-06 00:00:00-05:00,12044.2900390625,12116.91015625,11895.5,12091.349609375,12091.349609375,4156030000
2020-11-09 00:00:00-05:00,12194.7099609375,12268.66015625,11818.240234375,11830.3896484375,11830.3896484375,5823620000
2020-11-10 00:00:00-05:00,11704.4599609375,11761.9501953125,11512.4599609375,11624.2900390625,11624.2900390625,4712950000
2020-11-11 00:00:00-05:00,11734.8095703125,11904.1298828125,11714.3203125,11892.9296875,11892.9296875,3823270000
2020-11-12 00:00:00-05:00,11924.150390625,11976.8896484375,11786.08984375,11827.1396484375,11827.1396484375,3862690000
2020-11-13 00:00:00-05:00,11910.6201171875,11957.08984375,11808.9501953125,11937.83984375,11937.83984375,3640680000
2020-11-16 00:00:00-05:00,11925.3603515625,12035.5,11891.849609375,12013.3798828125,12013.3798828125,4138920000
2020-11-17 00:00:00-05:00,12030.26953125,12047.1298828125,11964.2001953125,11977.490234375,11977.490234375,4122770000
2020-11-18 00:00:00-05:00,11963.3603515625,12027.150390625,11892.5400390625,11894.7099609375,11894.7099609375,4699160000
2020-11-19 00:00:00-05:00,11863.1201171875,12000.2900390625,11842.66015625,11985.4296875,11985.4296875,5322580000
2020-11-20 00:00:00-05:00,11976.0,12017.419921875,11903.5703125,11906.4404296875,11906.4404296875,5319340000
2020-11-23 00:00:00-05:00,11959.8896484375,12001.830078125,11817.5302734375,11905.9404296875,11905.9404296875,5360830000
2020-11-24 00:00:00-05:00,11952.7001953125,12094.16015625,11878.3095703125,12079.8095703125,12079.8095703125,6277790000
2020-11-25 00:00:00-05:00,12112.1103515625,12174.990234375,12081.509765625,12152.2197265625,12152.2197265625,4425030000
2020-11-27 00:00:00-05:00,12220.3701171875,12306.7099609375,12214.4501953125,12258.2099609375,12258.2099609375,3401890000
2020-11-30 00:00:00-05:00,12278.7802734375,12299.6103515625,12090.9296875,12268.3203125,12268.3203125,7693430000
2020-12-01 00:00:00-05:00,12387.6201171875,12510.01953125,12338.3603515625,12455.330078125,12455.330078125,6467180000
2020-12-02 00:00:00-05:00,12390.580078125,12472.25,12318.26953125,12456.41015625,12456.41015625,5150820000
2020-12-03 00:00:00-05:00,12469.16015625,12538.919921875,12445.3603515625,12467.1298828125,12467.1298828125,5182100000
2020-12-04 00:00:00-05:00,12479.91015625,12531.2099609375,12450.509765625,12528.48046875,12528.48046875,5044210000
2020-12-07 00:00:00-05:00,12523.5703125,12610.0,12523.1201171875,12596.4697265625,12596.4697265625,4741690000
2020-12-08 00:00:00-05:00,12574.83984375,12651.349609375,12504.9697265625,12635.7197265625,12635.7197265625,4758170000
2020-12-09 00:00:00-05:00,12626.9697265625,12643.240234375,12311.2998046875,12364.6396484375,12364.6396484375,5131720000
2020-12-10 00:00:00-05:00,12268.4697265625,12447.849609375,12226.1298828125,12401.740234375,12401.740234375,4470060000
2020-12-11 00:00:00-05:00,12327.0703125,12378.6103515625,12236.7998046875,12375.41015625,12375.41015625,4268140000
2020-12-14 00:00:00-05:00,12427.8603515625,12544.3095703125,12426.25,12462.2099609375,12462.2099609375,4458140000
2020-12-15 00:00:00-05:00,12565.2802734375,12596.83984375,12467.5703125,12595.919921875,12595.919921875,4377950000
2020-12-16 00:00:00-05:00,12607.8701171875,12698.1103515625,12568.7099609375,12668.16015625,12668.16015625,4561600000
2020-12-17 00:00:00-05:00,12741.6396484375,12760.9697265625,12685.98046875,12752.0595703125,12752.0595703125,4994090000
2020-12-18 00:00:00-05:00,12786.919921875,12793.4697265625,12611.2197265625,12738.1796875,12738.1796875,7088670000
2020-12-21 00:00:00-05:00,12575.599609375,12706.4404296875,12474.0302734375,12690.259765625,12690.259765625,5156470000
2020-12-22 00:00:00-05:00,12715.48046875,12761.23046875,12606.419921875,12717.5595703125,12717.5595703125,5700760000
2020-12-23 00:00:00-05:00,12733.75,12737.58984375,12649.599609375,12653.1396484375,12653.1396484375,7028650000
2020-12-24 00:00:00-05:00,12668.2001953125,12732.5498046875,12665.7998046875,12711.009765625,12711.009765625,3305950000
2020-12-28 00:00:00-05:00,12813.9697265625,12861.91015625,12747.0498046875,12838.8603515625,12838.8603515625,5076340000
2020-12-29 00:00:00-05:00,12909.8603515625,12925.5302734375,12816.58984375,12843.490234375,12843.490234375,4680780000
2020-12-30 00:00:00-05:00,12900.0302734375,12917.4501953125,12828.7900390625,12845.3603515625,12845.3603515625,5292210000
2020-12-31 00:00:00-05:00,12852.9599609375,12904.08984375,12804.75,12888.2802734375,12888.2802734375,4771390000
2021-01-04 00:00:00-05:00,12950.2197265625,12950.2197265625,12537.419921875,12694.66015625,12694.66015625,6546740000
2021-01-05 00:00:00-05:00,12663.1298828125,12809.669921875,12663.1298828125,12802.3798828125,12802.3798828125,6904420000
2021-01-06 00:00:00-05:00,12601.259765625,12803.2900390625,12569.419921875,12623.349609375,12623.349609375,7648340000
2021-01-07 00:00:00-05:00,12745.41015625,12966.6796875,12744.8203125,12939.5703125,12939.5703125,6777010000
2021-01-08 00:00:00-05:00,13037.240234375,13113.08984375,12939.73046875,13105.2001953125,13105.2001953125,7223660000
2021-01-11 00:00:00-05:00,12961.5,13023.2099609375,12883.58984375,12902.490234375,12902.490234375,6876420000
2021-01-12 00:00:00-05:00,12916.099609375,12957.4296875,12783.7099609375,12892.08984375,12892.08984375,7181380000
2021-01-13 00:00:00-05:00,12911.8701171875,13008.849609375,12878.01953125,12973.6298828125,12973.6298828125,7072920000
2021-01-14 00:00:00-05:00,13010.9404296875,13037.0498046875,12886.16015625,12898.6904296875,12898.6904296875,6671090000
2021-01-15 00:00:00-05:00,12898.08984375,12941.2900390625,12758.099609375,12803.9296875,12803.9296875,6402970000
2021-01-19 00:00:00-05:00,12921.6103515625,13012.08984375,12861.2998046875,12996.5400390625,12996.5400390625,6229100000
2021-01-20 00:00:00-05:00,13155.1201171875,13332.259765625,13138.2998046875,13296.4501953125,13296.4501953125,6771630000
2021-01-21 00:00:00-05:00,13356.7001953125,13433.6904296875,13297.7900390625,13404.990234375,13404.990234375,7183390000
2021-01-22 00:00:00-05:00,13356.1796875,13404.76953125,13336.900390625,13366.400390625,13366.400390625,5931240000
2021-01-25 00:00:00-05:00,13515.6298828125,13563.7001953125,13205.58984375,13483.2900390625,13483.2900390625,7139410000
2021-01-26 00:00:00-05:00,13507.4697265625,13536.2998046875,13440.3203125,13490.1904296875,13490.1904296875,6781460000
2021-01-27 00:00:00-05:00,13371.16015625,13393.509765625,13034.1396484375,13112.650390625,13112.650390625,11102160000
2021-01-28 00:00:00-05:00,13163.3203125,13401.849609375,13150.099609375,13201.5302734375,13201.5302734375,9823150000
2021-01-29 00:00:00-05:00,13124.7001953125,13167.8701171875,12845.4296875,12925.3798828125,12925.3798828125,7809670000
2021-02-01 00:00:00-05:00,13067.650390625,13280.2197265625,12983.099609375,13248.900390625,13248.900390625,7014220000
2021-02-02 00:00:00-05:00,13371.3701171875,13501.23046875,13363.759765625,13456.1201171875,13456.1201171875,7240220000
2021-02-03 00:00:00-05:00,13555.0302734375,13561.4501953125,13400.080078125,13402.3701171875,13402.3701171875,7465240000
2021-02-04 00:00:00-05:00,13454.849609375,13563.1298828125,13406.4404296875,13560.8896484375,13560.8896484375,7218680000
2021-02-05 00:00:00-05:00,13592.76953125,13642.9599609375,13527.8095703125,13603.9599609375,13603.9599609375,6697720000
2021-02-08 00:00:00-05:00,13672.330078125,13698.41015625,13607.9599609375,13695.01953125,13695.01953125,8439940000
2021-02-09 00:00:00-05:00,13667.1396484375,13741.7900390625,13664.7001953125,13687.080078125,13687.080078125,8658980000
2021-02-10 00:00:00-05:00,13751.419921875,13770.91015625,13531.9296875,13655.26953125,13655.26953125,10165550000
2021-02-11 00:00:00-05:00,13723.6298828125,13747.2001953125,13637.1904296875,13734.349609375,13734.349609375,10000200000
2021-02-12 00:00:00-05:00,13695.900390625,13816.25,13656.7802734375,13807.7001953125,13807.7001953125,7352960000
2021-02-16 00:00:00-05:00,13841.0302734375,13879.76953125,13726.7802734375,13773.76953125,13773.76953125,7646300000
2021-02-17 00:00:00-05:00,13636.150390625,13713.1396484375,13552.66015625,13699.7099609375,13699.7099609375,7227140000
2021-02-18 00:00:00-05:00,13556.009765625,13669.9404296875,13477.169921875,13637.509765625,13637.509765625,6454280000
2021-02-19 00:00:00-05:00,13686.23046875,13701.6904296875,13545.4501953125,13580.7802734375,13580.7802734375,6686060000
2021-02-22 00:00:00-05:00,13414.0400390625,13447.3701171875,13220.76953125,13223.740234375,13223.740234375,6435100000
2021-02-23 00:00:00-05:00,12982.3603515625,13259.849609375,12758.1201171875,13194.7099609375,13194.7099609375,7482840000
2021-02-24 00:00:00-05:00,13095.8603515625,13312.4296875,12971.8203125,13302.1904296875,13302.1904296875,5793430000
2021-02-25 00:00:00-05:00,13197.75,13294.5595703125,12773.759765625,12828.3095703125,12828.3095703125,6335240000
2021-02-26 00:00:00-05:00,12958.9599609375,13090.3603515625,12764.33984375,12909.4404296875,12909.4404296875,5883880000
2021-03-01 00:00:00-05:00,13106.01953125,13293.7802734375,13051.7001953125,13282.9501953125,13282.9501953125,5047710000
2021-03-02 00:00:00-05:00,13297.759765625,13301.6201171875,13052.1201171875,13059.9501953125,13059.9501953125,4920320000
2021-03-03 00:00:00-05:00,13020.099609375,13057.2900390625,12679.8896484375,12683.330078125,12683.330078125,5493960000
2021-03-04 00:00:00-05:00,12655.919921875,12799.080078125,12314.16015625,12464.0,12464.0,7799710000
2021-03-05 00:00:00-05:00,12594.16015625,12700.9599609375,12208.3896484375,12668.509765625,12668.509765625,7696900000
2021-03-08 00:00:00-05:00,12629.5595703125,12718.580078125,12287.5703125,12299.080078125,12299.080078125,5971260000
2021-03-09 00:00:00-05:00,12635.4501953125,12868.51953125,12592.830078125,12794.490234375,12794.490234375,6294910000
2021-03-10 00:00:00-05:00,12950.25,12979.3798828125,12726.849609375,12752.0703125,12752.0703125,5991730000
2021-03-11 00:00:00-05:00,12960.5302734375,13117.8603515625,12920.009765625,13052.900390625,13052.900390625,5956260000
2021-03-12 00:00:00-05:00,12873.3896484375,12943.580078125,12778.1298828125,12937.2900390625,12937.2900390625,5472340000
2021-03-15 00:00:00-04:00,12936.1298828125,13085.009765625,12885.6396484375,13082.5400390625,13082.5400390625,5933440000
2021-03-16 00:00:00-04:00,13156.650390625,13297.48046875,13091.7802734375,13152.2802734375,13152.2802734375,5463770000
2021-03-17 00:00:00-04:00,13024.830078125,13280.2900390625,12950.080078125,13202.3798828125,13202.3798828125,5465500000
2021-03-18 00:00:00-04:00,13006.2900390625,13040.3603515625,12781.5302734375,12789.1396484375,12789.1396484375,5699900000
2021-03-19 00:00:00-04:00,12792.669921875,12906.01953125,12704.0703125,12866.990234375,12866.990234375,7591530000
2021-03-22 00:00:00-04:00,12943.1396484375,13167.4599609375,12943.1396484375,13086.509765625,13086.509765625,5302770000
2021-03-23 00:00:00-04:00,13127.169921875,13180.66015625,12993.5,13017.7900390625,13017.7900390625,5607860000
2021-03-24 00:00:00-04:00,13072.8203125,13077.490234375,12797.849609375,12798.8798828125,12798.8798828125,6184470000
2021-03-25 00:00:00-04:00,12707.580078125,12845.66015625,12627.9296875,12780.509765625,12780.509765625,5608640000
2021-03-26 00:00:00-04:00,12777.26953125,12992.2998046875,12721.66015625,12979.1201171875,12979.1201171875,5195330000
2021-03-29 00:00:00-04:00,12950.509765625,13013.4697265625,12836.599609375,12965.740234375,12965.740234375,4934000000
2021-03-30 00:00:00-04:00,12904.009765625,12929.4599609375,12798.0302734375,12896.5302734375,12896.5302734375,4685320000
2021-03-31 00:00:00-04:00,12970.330078125,13167.0595703125,12966.650390625,13091.4404296875,13091.4404296875,4980670000
2021-04-01 00:00:00-04:00,13268.8798828125,13333.41015625,13255.8203125,13329.51953125,13329.51953125,4553470000
2021-04-05 00:00:00-04:00,13434.0400390625,13623.599609375,13420.8095703125,13598.16015625,13598.16015625,4439970000
2021-04-06 00:00:00-04:00,13567.2001953125,13660.2900390625,13551.599609375,13578.4599609375,13578.4599609375,4038510000
2021-04-07 00:00:00-04:00,13553.900390625,13648.7998046875,13532.6298828125,13616.7001953125,13616.7001953125,4078990000
2021-04-08 00:00:00-04:00,13730.73046875,13763.1796875,13703.509765625,13758.509765625,13758.509765625,4133640000
2021-04-09 00:00:00-04:00,13709.669921875,13849.3095703125,13674.919921875,13845.0595703125,13845.0595703125,3906460000
2021-04-12 00:00:00-04:00,13792.740234375,13839.3896484375,13747.6298828125,13819.349609375,13819.349609375,4230160000
2021-04-13 00:00:00-04:00,13874.580078125,14002.5302734375,13874.580078125,13986.490234375,13986.490234375,4200290000
2021-04-14 00:00:00-04:00,13988.8603515625,13990.5400390625,13782.1796875,13803.91015625,13803.91015625,4102380000
2021-04-15 00:00:00-04:00,13934.8701171875,14040.1103515625,13931.009765625,14026.1904296875,14026.1904296875,4382620000
2021-04-16 00:00:00-04:00,14035.9599609375,14050.3798828125,13966.5400390625,14041.91015625,14041.91015625,4414640000
2021-04-19 00:00:00-04:00,13970.830078125,14025.6396484375,13835.75,13907.669921875,13907.669921875,4349340000
2021-04-20 00:00:00-04:00,13891.9599609375,13934.8896484375,13730.58984375,13809.2998046875,13809.2998046875,4229410000
2021-04-21 00:00:00-04:00,13768.919921875,13939.7001953125,13717.4404296875,13935.150390625,13935.150390625,3967090000
2021-04-22 00:00:00-04:00,13920.8798828125,13954.0302734375,13716.759765625,13762.3603515625,13762.3603515625,4397030000
2021-04-23 00:00:00-04:00,13794.490234375,13989.4296875,13789.4501953125,13941.4404296875,13941.4404296875,4332500000
2021-04-26 00:00:00-04:00,13954.9404296875,14039.400390625,13919.9296875,14026.16015625,14026.16015625,4479480000
2021-04-27 00:00:00-04:00,14048.1298828125,14048.33984375,13931.1796875,13960.2802734375,13960.2802734375,4665430000
2021-04-28 00:00:00-04:00,13953.6103515625,13992.080078125,13895.150390625,13901.6201171875,13901.6201171875,4532050000
2021-04-29 00:00:00-04:00,14063.9404296875,14073.48046875,13836.099609375,13970.2001953125,13970.2001953125,4854340000
2021-04-30 00:00:00-04:00,13857.7900390625,13969.2099609375,13838.8203125,13860.759765625,13860.759765625,4762770000
2021-05-03 00:00:00-04:00,13923.0400390625,13955.0,13784.66015625,13799.7197265625,13799.7197265625,4718850000
2021-05-04 00:00:00-04:00,13680.6298828125,13705.3798828125,13396.1103515625,13544.669921875,13544.669921875,5852850000
2021-05-05 00:00:00-04:00,13649.1201171875,13676.8603515625,13478.580078125,13503.3701171875,13503.3701171875,4517100000
2021-05-06 00:00:00-04:00,13490.9404296875,13617.33984375,13403.4599609375,13613.73046875,13613.73046875,5000710000
2021-05-07 00:00:00-04:00,13715.5595703125,13814.650390625,13669.7802734375,13719.6298828125,13719.6298828125,4376800000
2021-05-10 00:00:00-04:00,13647.73046875,13648.490234375,13358.6201171875,13359.080078125,13359.080078125,4795690000
2021-05-11 00:00:00-04:00,13102.6396484375,13381.66015625,13094.759765625,13351.26953125,13351.26953125,4719720000
2021-05-12 00:00:00-04:00,13155.0703125,13236.8896484375,12967.1796875,13001.6298828125,13001.6298828125,4730740000
2021-05-13 00:00:00-04:00,13133.73046875,13226.6396484375,13006.76953125,13109.150390625,13109.150390625,4681530000
2021-05-14 00:00:00-04:00,13238.990234375,13430.0,13220.1904296875,13393.1201171875,13393.1201171875,4008110000
2021-05-17 00:00:00-04:00,13329.8603515625,13350.1396484375,13196.5703125,13312.91015625,13312.91015625,3980630000
2021-05-18 00:00:00-04:00,13352.259765625,13400.51953125,13212.849609375,13217.6796875,13217.6796875,4283680000
2021-05-19 00:00:00-04:00,12998.5302734375,13243.98046875,12994.349609375,13237.91015625,13237.91015625,4314980000
2021-05-20 00:00:00-04:00,13294.58984375,13526.009765625,13293.099609375,13494.08984375,13494.08984375,3972730000
2021-05-21 00:00:00-04:00,13573.2197265625,13573.83984375,13401.5302734375,13411.740234375,13411.740234375,3704590000
2021-05-24 00:00:00-04:00,13504.3896484375,13687.6103515625,13500.1201171875,13641.75,13641.75,3490650000
2021-05-25 00:00:00-04:00,13701.2998046875,13734.41015625,13614.5400390625,13657.73046875,13657.73046875,4084480000
2021-05-26 00:00:00-04:00,13687.7099609375,13726.0595703125,13661.0595703125,13702.740234375,13702.740234375,4231140000
2021-05-27 00:00:00-04:00,13686.8603515625,13724.759765625,13652.1298828125,13657.849609375,13657.849609375,5057550000
2021-05-28 00:00:00-04:00,13717.0,13765.7998046875,13684.830078125,13686.509765625,13686.509765625,4435220000
